Name,First year,Last year,Full Name,Country,Positions,Bat hand,Throw hand,HoF,HoF type,HoF year,HoF comittee,Years,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%
Bill Williams,1928,1928,William Williams,,['Pitcher'],-,-,-,-,-,-,1.0,0.0,1.0,.000,3.86,1.0,1.0,,0.0,0.0,0.0,2.1,3.0,2.0,1.0,0.0,1.0,,1.0,1.0,,0.0,12.0,122.0,4.75,1.714,11.6,0.0,3.9,3.9,1.00,7.71,5.05,-0.40,0.00,100.0,5.44,-1,0.0,,0.0,0.0,0.0,.451,.500
Bill Williams,1941,1941,William Williams,,['Pitcher'],-,-,-,-,-,-,1.0,0.0,0.0,,6.75,1.0,1.0,,0.0,0.0,0.0,5.1,4.0,4.0,4.0,,5.0,,1.0,0.0,,0.0,,64.0,,1.688,6.8,,8.4,1.7,0.20,6.75,4.96,,0.00,100.0,4.96,-1,-0.1,,0.0,0.0,0.0,.429,.500
Brian Williams,1991,2000,Brian O'Neal Williams,us,['Pitcher'],Right,Right,-,-,-,-,9.0,26.0,38.0,.406,5.37,256.0,59.0,67.0,2.0,1.0,6.0,595.1,655.0,401.0,355.0,62.0,332.0,20.0,397.0,32.0,5.0,41.0,2735.0,79.0,4.91,1.658,9.9,0.9,5.0,6.0,1.20,6.06,4.80,-0.07,-0.08,98.6,4.74,-93,-8.6,.96,-1.1,-4.3,-31,.466,.493
Charlie Williams,1971,1978,Charles Prosek Williams,us,['Pitcher'],Right,Right,-,-,-,-,8.0,23.0,22.0,.511,3.97,268.0,33.0,70.0,2.0,0.0,4.0,573.1,581.0,287.0,253.0,38.0,275.0,54.0,257.0,14.0,1.0,24.0,2507.0,94.0,4.08,1.493,9.1,0.6,4.3,4.0,0.93,4.51,4.21,-0.16,-0.17,102.6,4.32,-17,-1.6,1.03,-0.5,3.2,35.0,.494,.500
Clyde Williams,1946,1947,Clyde Henry Williams,us,['Pitcher'],Left,Left,-,-,-,-,2.0,1.0,1.0,.500,5.03,5.0,2.0,0.0,1.0,0.0,0.0,19.2,27.0,20.0,11.0,1.0,10.0,0.0,8.0,0.0,0.0,1.0,97.0,91.0,4.00,1.881,12.4,0.5,4.6,3.7,0.80,9.15,5.17,0.27,0.00,100.0,4.89,-8,-0.5,1.00,0.0,-0.4,-7,.405,.497
Dale Williams,1876,1876,Elisha Alphonso Williams,us,['Pitcher'],Right,Right,-,-,-,-,1.0,1.0,8.0,.111,4.23,9.0,9.0,0.0,9.0,0.0,0.0,83.0,123.0,75.0,39.0,1.0,4.0,,9.0,,0.0,5.0,367.0,51.0,2.32,1.530,13.3,0.1,0.4,1.0,2.25,8.13,6.22,-0.94,0.00,93.0,6.65,-14,-1.1,,-0.1,-0.5,-4,.377,.493
Dave Williams,1902,1902,David Owen Williams,gb,['Pitcher'],Right,Left,-,-,-,-,1.0,0.0,0.0,,5.30,3.0,0.0,3.0,0.0,0.0,0.0,18.2,22.0,18.0,11.0,0.0,11.0,,7.0,1.0,0.0,2.0,87.0,69.0,3.85,1.768,10.6,0.0,5.3,3.4,0.64,8.68,5.11,0.41,0.00,100.0,4.70,-8,-0.6,1.00,0.0,-0.5,-6,.285,.496
David Williams,2001,2007,David Aaron Williams,us,['Pitcher'],Left,Left,-,-,-,-,6.0,22.0,31.0,.415,4.83,82.0,72.0,3.0,1.0,1.0,0.0,408.0,411.0,237.0,219.0,64.0,165.0,15.0,245.0,28.0,3.0,8.0,1778.0,91.0,5.31,1.412,9.1,1.4,3.6,5.4,1.48,5.23,4.69,0.01,0.16,102.5,4.95,-13,-0.8,.73,-0.2,2.5,23.0,.490,.501
Devin Williams,2019,2022,Devin Terran Williams,us,['Pitcher'],Right,Right,-,-,-,-,4.0,14.0,3.0,.824,2.40,109.0,0.0,10.0,0.0,0.0,5.0,108.2,72.0,37.0,29.0,8.0,54.0,0.0,181.0,6.0,1.0,8.0,456.0,181.0,2.45,1.160,6.0,0.7,4.5,15.0,3.35,3.06,4.48,0.18,-0.29,0.16,101.8,4.23,14.0,1.4,1.50,0.2,2.7,25.0,.513
Don Williams,1958,1962,Don Fred Williams,us,['Pitcher'],Right,Right,-,-,-,-,3.0,0.0,0.0,,7.20,11.0,0.0,5.0,0.0,0.0,0.0,20.0,29.0,16.0,16.0,2.0,4.0,1.0,7.0,1.0,0.0,3.0,89.0,58.0,3.89,1.650,13.1,0.9,1.8,3.2,1.75,7.20,4.42,0.09,-0.04,102.5,4.41,-6,-0.6,.90,0.0,-0.4,-4,.443,.498
Don Williams,1963,1963,Donald Reid Williams,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,10.38,3.0,0.0,0.0,0.0,0.0,0.0,4.1,8.0,5.0,5.0,1.0,6.0,0.0,2.0,0.0,0.0,1.0,27.0,38.0,8.71,3.231,16.6,2.1,12.5,4.2,0.33,10.38,3.85,0.29,-0.16,105.3,3.58,-3,-0.3,.38,0.1,-0.2,-3,.391,.498
Elbert Williams,1929,1935,Elbert Sherman Williams,us,['Pitcher'],-,Right,-,-,-,-,4.0,16.0,15.0,.516,3.64,48.0,30.0,1.0,18.0,3.0,4.0,245.0,220.0,128.0,99.0,7.0,102.0,,137.0,18.0,,1.0,616.0,116.0,3.71,1.314,8.1,0.3,3.7,5.0,1.34,4.70,4.94,-0.10,0.00,100.0,5.04,22.0,2.6,1.00,-0.5,4.5,37.0,.555,.507
Frank Williams,1984,1989,Frank Lee Williams,us,['Pitcher'],Right,Right,-,-,-,-,6.0,24.0,14.0,.632,3.00,333.0,1.0,85.0,1.0,1.0,8.0,471.2,418.0,194.0,157.0,23.0,227.0,40.0,314.0,20.0,7.0,22.0,2018.0,125.0,3.65,1.367,8.0,0.4,4.3,6.0,1.38,3.70,4.23,-0.12,-0.32,100.6,4.06,15.0,1.6,1.13,-0.5,5.7,60.0,.505,.502
George Williams,1941,1941,George Williams,,['Pitcher'],-,-,-,-,-,-,1.0,0.0,0.0,,13.50,1.0,1.0,,0.0,0.0,0.0,1.1,2.0,2.0,2.0,,1.0,,1.0,0.0,,0.0,,38.0,,2.250,13.5,,6.8,6.8,1.00,13.50,4.96,,0.00,100.0,4.96,-1,-0.1,,0.0,-0.1,-1,.397,.499
Gus Williams,1890,1890,Augustine H. Williams,us,['Pitcher'],-,-,-,-,-,-,1.0,0.0,1.0,.000,7.50,2.0,2.0,0.0,1.0,0.0,0.0,12.0,13.0,15.0,10.0,0.0,12.0,,2.0,0.0,0.0,0.0,61.0,54.0,5.58,2.083,9.8,0.0,9.0,1.5,0.17,11.25,5.69,-0.25,0.00,102.0,6.05,-7,-0.5,,0.0,-0.4,-6,.274,.497
Jeff Williams,1999,2002,Jeffrey F. Williams,au,['Pitcher'],Right,Left,-,-,-,-,4.0,4.0,1.0,.800,7.49,37.0,4.0,10.0,0.0,0.0,0.0,57.2,65.0,52.0,48.0,10.0,41.0,1.0,30.0,2.0,0.0,2.0,271.0,56.0,6.52,1.838,10.1,1.6,6.4,4.7,0.73,8.12,5.15,-0.03,-0.16,90.8,4.53,-23,-2.2,.41,0.5,-1.2,-18,.441,.496
Jerome Williams,2003,2016,Jerome Lee Williams,us,['Pitcher'],Right,Right,-,-,-,-,11.0,52.0,66.0,.441,4.59,236.0,149.0,43.0,3.0,2.0,2.0,1029.2,1080.0,571.0,525.0,130.0,352.0,15.0,655.0,58.0,3.0,20.0,4452.0,88.0,4.64,1.391,9.4,1.1,3.1,5.7,1.86,4.99,4.46,-0.12,0.09,97.7,4.57,-52,-4.8,.74,-0.4,4.3,45.0,.480,.497
Joe Williams,1923,1932,Joseph Williams,us,['Pitcher'],Right,Right,1,Player,1999,Veteran's Committee,4.0,16.0,19.0,.457,3.51,53.0,42.0,7.0,28.0,1.0,2.0,356.1,384.0,195.0,139.0,9.0,66.0,,201.0,6.0,,2.0,1102.0,130.0,2.62,1.263,9.7,0.2,1.7,5.1,3.05,4.93,5.62,0.08,0.00,100.0,5.54,35.0,3.2,1.00,-0.5,6.1,68.0,.561,.506
Johnnie Williams,1914,1914,John Brodie Williams,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,2.0,.000,6.35,4.0,3.0,0.0,1.0,0.0,0.0,11.1,17.0,12.0,8.0,0.0,5.0,,4.0,0.0,0.0,1.0,50.0,46.0,3.05,1.941,13.5,0.0,4.0,3.2,0.80,9.53,3.58,0.05,0.00,103.5,3.65,-7,-0.7,1.00,0.0,-0.6,-6,.318,.496
Lefty Williams,1913,1920,Claude Preston Williams,us,['Pitcher'],Right,Left,-,-,-,-,7.0,82.0,48.0,.631,3.13,189.0,152.0,27.0,80.0,10.0,5.0,1186.0,1121.0,497.0,413.0,30.0,347.0,,515.0,46.0,1.0,14.0,4794.0,99.0,2.92,1.238,8.5,0.2,2.6,3.9,1.48,3.78,4.01,0.08,0.00,99.4,3.91,15.0,2.0,1.16,-0.9,13.2,129.0,.511,.502
Lemuel Williams,1939,1939,Lemuel Williams,,['Pitcher'],-,-,-,-,-,-,1.0,2.0,0.0,1.000,4.30,4.0,1.0,,1.0,0.0,0.0,14.2,14.0,11.0,7.0,,9.0,,6.0,0.0,,,,93.0,,1.568,8.6,,5.5,3.7,0.67,6.75,4.68,,0.00,100.0,4.68,-2,-0.2,1.00,0.0,-0.1,-2,.444,.499
Marsh Williams,1916,1916,Marshall McDiarmid Williams,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,6.0,.000,7.89,10.0,4.0,4.0,3.0,0.0,0.0,51.1,71.0,53.0,45.0,4.0,31.0,,17.0,0.0,2.0,2.0,234.0,36.0,4.48,1.987,12.4,0.7,5.4,3.0,0.55,9.29,3.86,-0.41,0.00,101.2,4.32,-28,-2.5,1.00,0.0,-2.0,-24,.249,.484
Matt Williams,1983,1985,Matthew Evan Williams,us,['Pitcher'],Right,Right,-,-,-,-,2.0,3.0,2.0,.600,5.29,10.0,6.0,2.0,0.0,0.0,0.0,34.0,33.0,20.0,20.0,8.0,17.0,0.0,27.0,1.0,0.0,2.0,151.0,82.0,5.76,1.471,8.7,2.1,4.5,7.1,1.59,5.29,4.60,0.00,0.01,103.0,4.75,-2,0.0,.54,0.1,0.4,1.0,.499,.501
Matt Williams,2000,2000,Matt Taylor Williams,us,['Pitcher'],Both,Left,-,-,-,-,1.0,0.0,0.0,,7.00,11.0,0.0,1.0,0.0,0.0,0.0,9.0,7.0,7.0,7.0,2.0,13.0,0.0,7.0,1.0,0.0,0.0,46.0,67.0,9.13,2.222,7.0,2.0,13.0,7.0,0.54,7.00,5.38,0.16,-0.41,100.1,4.82,-2,-0.2,1.23,0.0,-0.2,-1,.481,.499
Mike Williams,1992,2003,Michael Darren Williams,us,['Pitcher'],Right,Right,-,-,-,-,12.0,32.0,54.0,.372,4.45,468.0,55.0,292.0,1.0,0.0,144.0,768.1,764.0,416.0,380.0,89.0,343.0,40.0,584.0,20.0,1.0,39.0,3355.0,97.0,4.49,1.441,8.9,1.0,4.0,6.8,1.70,4.87,4.71,-0.06,-0.14,100.4,4.65,-21,-1.9,1.39,-1.2,3.6,48.0,.496,.500
Mitch Williams,1986,1997,Mitchell Steven Williams,us,['Pitcher'],Left,Left,-,-,-,-,11.0,45.0,58.0,.437,3.65,619.0,3.0,419.0,0.0,0.0,192.0,691.1,537.0,317.0,280.0,49.0,544.0,39.0,660.0,52.0,24.0,44.0,3119.0,111.0,4.44,1.564,7.0,0.6,7.1,8.6,1.21,4.13,4.47,-0.09,-0.34,101.7,4.29,8.0,1.1,1.59,-0.3,7.2,73.0,.502,.502
Morris Williams,1920,1921,Morris Williams,,['Pitcher'],-,Right,-,-,-,-,2.0,4.0,10.0,.286,6.28,21.0,19.0,,4.0,1.0,0.0,104.2,130.0,92.0,73.0,2.0,48.0,,33.0,8.0,,0.0,493.0,58.0,4.09,1.701,11.2,0.2,4.1,2.8,0.69,7.91,4.61,0.10,0.00,100.0,4.51,-38,-3.2,1.00,-0.1,-2.3,-29,.349,.489
Mutt Williams,1913,1914,David Carter Williams,us,['Pitcher'],Right,Right,-,-,-,-,2.0,1.0,0.0,1.000,4.91,6.0,1.0,4.0,0.0,0.0,1.0,11.0,9.0,8.0,6.0,1.0,6.0,,4.0,0.0,0.0,1.0,41.0,64.0,4.57,1.364,7.4,0.8,4.9,3.3,0.67,6.55,3.72,0.22,0.00,102.1,3.58,-4,-0.4,1.00,0.0,-0.3,-3,.435,.499
Randy Williams,2004,2011,Randall Duane Williams,us,['Pitcher'],Left,Left,-,-,-,-,5.0,3.0,4.0,.429,5.82,97.0,0.0,16.0,0.0,0.0,0.0,82.0,96.0,56.0,53.0,9.0,57.0,13.0,75.0,7.0,0.0,1.0,399.0,79.0,5.00,1.866,10.5,1.0,6.3,8.2,1.32,6.15,4.81,-0.16,-0.34,105.8,4.89,-12,-1.2,.96,-0.2,-0.5,-3,.488,.499
Rick Williams,1978,1979,Richard Allen Williams,us,['Pitcher'],Right,Right,-,-,-,-,2.0,5.0,9.0,.357,3.58,48.0,17.0,8.0,2.0,2.0,0.0,156.0,165.0,64.0,62.0,8.0,40.0,3.0,54.0,2.0,2.0,0.0,667.0,97.0,3.48,1.314,9.5,0.5,2.3,3.1,1.35,3.69,4.18,0.11,-0.02,96.2,3.89,2.0,0.2,.70,0.0,1.6,16.0,.505,.502
Roy Williams,1930,1935,Roy S. Williams,us,['Pitcher'],-,Right,-,-,-,-,4.0,5.0,6.0,.455,5.66,18.0,12.0,0.0,8.0,0.0,1.0,105.0,130.0,83.0,66.0,11.0,30.0,,38.0,2.0,,1.0,469.0,77.0,4.44,1.524,11.1,0.9,2.6,3.3,1.27,7.11,5.08,-0.09,0.00,100.0,5.17,-19,-1.5,1.00,-0.2,-0.6,-11,.419,.497
Samuel Williams,1947,1948,Samuel Clarence Williams,us,['Pitcher'],Left,Right,-,-,-,-,2.0,1.0,1.0,.500,6.10,4.0,3.0,0.0,0.0,0.0,0.0,20.2,29.0,18.0,14.0,2.0,7.0,0.0,15.0,0.0,0.0,0.0,95.0,81.0,3.55,1.742,12.6,0.9,3.0,6.5,2.14,7.84,5.56,-0.17,0.00,100.0,5.72,-3,-0.2,1.00,0.0,-0.1,-2,.446,.500
Shad Williams,1996,1997,Shad Clayton Williams,us,['Pitcher'],Right,Right,-,-,-,-,2.0,0.0,2.0,.000,8.59,14.0,2.0,4.0,0.0,0.0,0.0,29.1,43.0,34.0,28.0,7.0,22.0,4.0,26.0,2.0,0.0,2.0,155.0,58.0,6.95,2.216,13.2,2.1,6.8,8.0,1.18,10.43,5.75,-0.04,-0.10,99.2,5.64,-16,-1.3,.59,0.0,-1.0,-12,.405,.492
Stan Williams,1958,1972,Stanley Wilson Williams,us,['Pitcher'],Right,Right,-,-,-,-,14.0,109.0,94.0,.537,3.48,482.0,208.0,140.0,42.0,11.0,42.0,1764.1,1527.0,785.0,682.0,160.0,748.0,62.0,1305.0,71.0,9.0,57.0,7521.0,108.0,3.62,1.289,7.8,0.8,3.8,6.7,1.74,4.00,4.22,0.02,0.00,102.0,4.29,62.0,7.4,1.39,-0.9,23.8,217.0,.515,.504
Steamboat Williams,1914,1916,Rees Gephardt Williams,us,['Pitcher'],Left,Right,-,-,-,-,2.0,6.0,8.0,.429,4.42,41.0,9.0,25.0,5.0,0.0,1.0,116.0,134.0,71.0,57.0,7.0,33.0,,27.0,1.0,1.0,1.0,511.0,60.0,3.53,1.440,10.4,0.5,2.6,2.1,0.82,5.51,3.49,-0.22,0.00,100.0,3.71,-24,-2.8,.83,0.0,-1.8,-16,.432,.487
Taylor Williams,2017,2021,Taylor Grant Williams,us,['Pitcher'],Both,Right,-,-,-,-,5.0,3.0,5.0,.375,5.29,97.0,0.0,32.0,0.0,0.0,6.0,98.2,105.0,63.0,58.0,9.0,49.0,7.0,105.0,8.0,1.0,13.0,451.0,81.0,3.96,1.561,9.6,0.8,4.5,9.6,2.14,5.75,4.57,0.50,-0.31,0.00,100.1,3.76,-21,-2.0,.84,-0.2,-1.3,-13,.479
Todd Williams,1995,2007,Todd Michael Williams,us,['Pitcher'],Right,Right,-,-,-,-,8.0,12.0,14.0,.462,4.33,227.0,0.0,49.0,0.0,0.0,2.0,232.2,260.0,125.0,112.0,23.0,87.0,11.0,116.0,14.0,1.0,11.0,1033.0,103.0,4.68,1.491,10.1,0.9,3.4,4.5,1.33,4.84,4.97,-0.03,-0.37,99.8,4.61,-7,-0.7,1.15,-0.7,1.0,20.0,.497,.500
Tom Williams,1920,1924,Thomas Williams,us,['Pitcher'],Right,Right,-,-,-,-,4.0,41.0,18.0,.695,2.84,104.0,52.0,20.0,37.0,6.0,9.0,529.2,475.0,216.0,167.0,13.0,142.0,,210.0,15.0,1.0,1.0,2189.0,140.0,3.35,1.165,8.1,0.2,2.4,3.6,1.48,3.67,5.02,0.27,0.00,100.0,4.75,73.0,7.4,1.00,-0.6,11.9,121.0,.571,.511
Trevor Williams,2016,2022,Trevor Anthony Williams,us,['Pitcher'],Right,Right,-,-,-,-,7.0,35.0,41.0,.461,4.41,135.0,111.0,7.0,1.0,1.0,0.0,640.2,663.0,345.0,314.0,87.0,210.0,10.0,521.0,27.0,0.0,9.0,2765.0,95.0,4.42,1.363,9.3,1.2,3.0,7.3,2.48,4.85,4.59,0.06,0.18,0.00,98.5,4.63,-10,-0.5,.79,-0.6,4.7,44.0,.496
W. Williams,1933,1933,W. Williams,,['Pitcher'],-,-,-,-,-,-,1.0,0.0,0.0,,6.35,2.0,0.0,,0.0,0.0,0.0,5.2,9.0,6.0,4.0,0.0,1.0,,1.0,0.0,,0.0,26.0,72.0,3.08,1.765,14.3,0.0,1.6,1.6,1.00,9.53,5.26,0.15,0.00,100.0,5.11,-3,-0.2,1.00,0.0,-0.2,-2,.392,.499
Woody Williams,1937,1940,Woodrow Wilson Williams,us,['Pitcher'],-,Right,-,-,-,-,3.0,5.0,3.0,.625,5.04,21.0,10.0,4.0,2.0,0.0,3.0,69.2,77.0,44.0,39.0,4.0,34.0,0.0,43.0,1.0,0.0,0.0,199.0,98.0,3.90,1.593,9.9,0.5,4.4,5.6,1.26,5.68,5.67,0.01,0.00,100.0,5.66,2.0,0.2,1.00,-0.1,0.8,8.0,.509,.500
Woody Williams,1993,2007,Gregory Scott Williams,us,['Pitcher'],Right,Right,-,-,-,-,15.0,132.0,116.0,.532,4.19,424.0,330.0,34.0,10.0,2.0,0.0,2216.1,2217.0,1096.0,1031.0,309.0,711.0,40.0,1480.0,72.0,6.0,58.0,9475.0,103.0,4.63,1.321,9.0,1.3,2.9,6.0,2.08,4.45,4.86,-0.01,0.15,96.2,4.83,90.0,9.3,.99,-1.6,27.6,308.0,.522,.503
Al Williamson,1928,1928,Silas Albert Williamson,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,0.00,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,3.03,0.500,4.5,0.0,0.0,0.0,,0.00,4.92,0.03,0.00,108.0,5.28,1.0,0.1,.00,-0.1,0.1,1.0,.626,.501
Mark Williamson,1987,1994,Mark Alan Williamson,us,['Pitcher'],Right,Right,-,-,-,-,8.0,46.0,35.0,.568,3.86,365.0,15.0,142.0,2.0,0.0,21.0,689.2,701.0,321.0,296.0,62.0,226.0,51.0,397.0,9.0,3.0,19.0,2927.0,108.0,3.90,1.344,9.1,0.8,2.9,5.2,1.76,4.19,4.68,0.17,-0.26,98.7,4.19,1.0,0.3,1.45,-0.6,6.6,70.0,.501,.500
Scott Williamson,1999,2007,Scott Ryan Williamson,us,['Pitcher'],Right,Right,-,-,-,-,9.0,28.0,28.0,.500,3.36,344.0,10.0,137.0,0.0,0.0,55.0,439.1,326.0,180.0,164.0,35.0,244.0,26.0,510.0,14.0,4.0,72.0,1864.0,136.0,3.56,1.297,6.7,0.7,5.0,10.4,2.09,3.69,4.93,0.15,-0.29,102.2,4.59,43.0,4.3,1.35,0.4,8.7,86.0,.513,.505
Carl Willis,1984,1995,Carl Blake Willis,us,['Pitcher'],Left,Right,-,-,-,-,9.0,22.0,16.0,.579,4.25,267.0,2.0,81.0,0.0,0.0,13.0,390.0,424.0,210.0,184.0,28.0,115.0,24.0,222.0,2.0,3.0,20.0,1668.0,100.0,3.57,1.382,9.8,0.6,2.7,5.1,1.93,4.85,4.68,0.06,-0.35,101.8,4.34,-22,-1.8,1.28,-0.4,1.8,17.0,.493,.501
Dale Willis,1963,1963,Dale Jerome Willis,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,2.0,.000,5.04,25.0,0.0,6.0,0.0,0.0,1.0,44.2,46.0,28.0,25.0,3.0,25.0,3.0,47.0,4.0,0.0,0.0,207.0,79.0,3.20,1.590,9.3,0.6,5.0,9.5,1.88,5.64,4.05,-0.07,-0.15,109.3,4.34,-6,-0.7,.70,0.0,-0.3,-3,.474,.496
Dontrelle Willis,2003,2011,Dontrelle Wayne Willis,us,['Pitcher'],Left,Left,-,-,-,-,9.0,72.0,69.0,.511,4.17,205.0,202.0,0.0,15.0,8.0,0.0,1221.2,1251.0,612.0,566.0,114.0,500.0,24.0,896.0,61.0,7.0,48.0,5325.0,101.0,4.22,1.433,9.2,0.8,3.7,6.6,1.79,4.51,4.68,-0.14,0.18,96.9,4.84,45.0,5.6,.25,-0.8,15.4,154.0,.527,.508
Jim Willis,1953,1954,James Gladden Willis,us,['Pitcher'],Left,Right,-,-,-,-,2.0,2.0,2.0,.500,3.39,27.0,4.0,10.0,2.0,0.0,0.0,66.1,59.0,25.0,25.0,2.0,35.0,0.0,20.0,6.0,0.0,2.0,292.0,130.0,4.17,1.417,8.0,0.3,4.7,2.7,0.57,3.39,4.87,-0.29,0.00,104.1,5.36,15.0,1.6,.35,-0.4,1.9,22.0,.558,.505
Joe Willis,1911,1913,Joseph Dank Willis,us,['Pitcher'],Right,Left,-,-,-,-,3.0,4.0,11.0,.267,4.63,41.0,20.0,10.0,5.0,0.0,3.0,161.1,173.0,106.0,83.0,3.0,80.0,,66.0,5.0,0.0,5.0,719.0,74.0,3.83,1.568,9.7,0.2,4.5,3.7,0.83,5.93,4.72,-0.06,0.00,99.6,4.76,-21,-2.1,1.00,-0.1,-0.8,-7,.450,.493
Lefty Willis,1925,1927,Charles William Willis,us,['Pitcher'],Left,Left,-,-,-,-,3.0,3.0,1.0,.750,3.92,29.0,4.0,7.0,1.0,0.0,1.0,64.1,72.0,34.0,28.0,4.0,25.0,,23.0,1.0,0.0,2.0,280.0,109.0,4.05,1.508,10.1,0.6,3.5,3.2,0.92,4.76,4.91,0.02,0.00,103.2,5.05,2.0,0.4,.77,-0.1,1.0,9.0,.514,.502
Les Willis,1947,1947,Lester Evans Willis,us,['Pitcher'],Left,Left,-,-,-,-,1.0,0.0,2.0,.000,3.48,22.0,2.0,13.0,0.0,0.0,1.0,44.0,58.0,26.0,17.0,3.0,24.0,2.0,10.0,0.0,0.0,1.0,207.0,101.0,4.74,1.864,11.9,0.6,4.9,2.0,0.42,5.32,4.29,0.54,0.00,91.4,3.43,-9,-1.0,.60,0.1,-0.5,-6,.457,.494
Mike Willis,1977,1981,Michael Henry Willis,us,['Pitcher'],Left,Left,-,-,-,-,5.0,7.0,21.0,.250,4.59,144.0,6.0,71.0,1.0,0.0,15.0,296.0,312.0,161.0,151.0,36.0,124.0,15.0,149.0,3.0,1.0,9.0,1295.0,89.0,4.53,1.473,9.5,1.1,3.8,4.5,1.20,4.90,4.61,-0.09,-0.28,104.7,4.62,-9,-0.8,1.59,-0.4,1.8,19.0,.494,.500
Ron Willis,1966,1970,Ronald Earl Willis,us,['Pitcher'],Right,Right,-,-,-,-,5.0,11.0,12.0,.478,3.32,188.0,0.0,74.0,0.0,0.0,19.0,238.1,209.0,101.0,88.0,15.0,119.0,40.0,128.0,9.0,0.0,13.0,1037.0,103.0,3.87,1.376,7.9,0.6,4.5,4.8,1.08,3.81,3.97,-0.04,-0.17,99.3,3.81,-3,-0.3,1.41,-0.3,1.7,20.0,.498,.500
Vic Willis,1898,1910,Victor Gazaway Willis,us,['Pitcher'],Right,Right,1,Player,1995,Veteran's Committee,13.0,249.0,205.0,.548,2.63,513.0,471.0,41.0,388.0,50.0,11.0,3996.0,3621.0,1620.0,1167.0,66.0,1212.0,,1651.0,156.0,6.0,94.0,16279.0,117.0,2.96,1.209,8.2,0.1,2.7,3.7,1.36,3.65,4.25,0.05,0.00,101.9,4.29,301.0,34.8,1.00,-3.8,67.0,622.0,.568,.517
Claude Willoughby,1925,1931,Claude William Willoughby,us,['Pitcher'],Right,Right,-,-,-,-,7.0,38.0,58.0,.396,5.84,219.0,101.0,60.0,33.0,4.0,9.0,841.1,1111.0,631.0,546.0,57.0,406.0,7.0,175.0,18.0,1.0,22.0,3940.0,81.0,4.83,1.803,11.9,0.6,4.3,1.9,0.43,6.75,5.16,-0.42,0.00,107.4,5.99,-70,-6.4,1.17,-0.6,0.2,8.0,.471,.493
Jim Willoughby,1971,1978,James Arthur Willoughby,us,['Pitcher'],Right,Right,-,-,-,-,8.0,26.0,36.0,.419,3.79,238.0,28.0,134.0,8.0,1.0,34.0,550.2,558.0,266.0,232.0,57.0,145.0,29.0,250.0,21.0,0.0,14.0,2306.0,103.0,3.92,1.277,9.1,0.9,2.4,4.1,1.72,4.35,4.18,0.04,-0.19,105.9,4.16,-12,-0.9,1.30,-0.5,4.0,36.0,.496,.499
Frank Wills,1983,1991,Frank Lee Wills,us,['Pitcher'],Right,Right,-,-,-,-,9.0,22.0,26.0,.458,5.06,154.0,35.0,44.0,1.0,0.0,6.0,435.2,438.0,254.0,245.0,50.0,198.0,18.0,281.0,6.0,1.0,22.0,1902.0,81.0,4.36,1.460,9.0,1.0,4.1,5.8,1.42,5.25,4.40,0.01,-0.11,101.4,4.34,-43,-4.2,1.18,-0.6,-0.6,-2,.472,.496
Ted Wills,1959,1965,Theodore Carl Wills,us,['Pitcher'],Left,Left,-,-,-,-,5.0,8.0,11.0,.421,5.51,83.0,13.0,24.0,2.0,0.0,5.0,186.1,210.0,123.0,114.0,29.0,97.0,5.0,133.0,10.0,0.0,17.0,847.0,73.0,4.88,1.648,10.1,1.4,4.7,6.4,1.37,5.94,4.44,0.02,-0.09,102.3,4.43,-31,-3.0,1.12,-0.3,-1.6,-15,.464,.496
Paul Wilmet,1989,1989,Paul Richard Wilmet,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,15.43,3.0,0.0,2.0,0.0,0.0,0.0,2.1,5.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,14.0,30.0,4.48,3.000,19.3,0.0,7.7,3.9,0.50,15.43,4.56,-0.01,-0.36,104.0,4.37,-3,-0.3,.21,0.1,-0.2,-3,.406,.498
Whitey Wilshere,1934,1936,Vernon Sprague Wilshere,us,['Pitcher'],Left,Left,-,-,-,-,3.0,10.0,12.0,.455,5.28,41.0,23.0,7.0,7.0,3.0,1.0,182.1,196.0,116.0,107.0,9.0,112.0,4.0,103.0,11.0,4.0,3.0,849.0,87.0,4.73,1.689,9.7,0.4,5.5,5.1,0.92,5.73,5.19,-0.09,0.00,101.4,5.33,-8,-0.4,1.13,0.1,1.6,14.0,.491,.504
