Name,First year,Last year,Full Name,Country,Positions,Bat hand,Throw hand,HoF,HoF type,HoF year,HoF comittee,Years,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%
Mitch White,2020,2022,Mitchell Harrison White,us,['Pitcher'],Right,Right,-,-,-,-,3.0,3.0,3.0,.500,3.66,28.0,4.0,9.0,0.0,0.0,0.0,59.0,47.0,34.0,24.0,7.0,21.0,1.0,62.0,1.0,0.0,4.0,247.0,115.0,3.72,1.153,7.2,1.1,3.2,9.5,2.95,5.19,4.38,0.28,-0.05,0.10,99.1,4.08,-7,-0.7,.76,-0.1,-0.3,-2,.474
Rick White,1994,2007,Richard Allen White,us,['Pitcher'],Right,Right,-,-,-,-,12.0,42.0,54.0,.438,4.45,613.0,18.0,172.0,0.0,0.0,16.0,858.2,930.0,485.0,425.0,91.0,289.0,49.0,542.0,34.0,4.0,30.0,3725.0,102.0,4.34,1.420,9.7,1.0,3.0,5.7,1.88,5.08,4.96,0.02,-0.30,100.4,4.65,-43,-4.1,.99,-1.4,2.7,46.0,.493,.498
Sean White,2007,2010,Sean Thomas White,us,['Pitcher'],Right,Right,-,-,-,-,3.0,4.0,4.0,.500,4.16,105.0,0.0,32.0,0.0,0.0,1.0,134.0,130.0,67.0,62.0,9.0,51.0,5.0,59.0,10.0,2.0,8.0,576.0,102.0,4.49,1.351,8.7,0.6,3.4,4.0,1.16,4.50,4.83,0.18,-0.33,94.8,4.10,-7,-0.7,1.16,-0.2,0.5,9.0,.494,.499
Steve White,1912,1912,Stephen Vincent White,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,5.40,4.0,0.0,3.0,0.0,0.0,0.0,6.2,11.0,7.0,4.0,1.0,5.0,,3.0,1.0,0.0,1.0,32.0,74.0,6.60,2.400,14.9,1.4,6.8,4.1,0.60,9.45,4.80,-0.25,0.00,103.7,5.23,-3,-0.3,1.00,0.0,-0.2,-3,.427,.499
Will White,1877,1886,William Henry White,us,['Pitcher'],Both,Right,-,-,-,-,10.0,229.0,166.0,.580,2.28,403.0,402.0,1.0,394.0,36.0,0.0,3542.2,3440.0,1844.0,896.0,65.0,496.0,,1041.0,68.0,0.0,221.0,14951.0,121.0,2.98,1.111,8.7,0.2,1.3,2.6,2.10,4.68,5.19,0.09,0.00,98.8,5.04,171.0,17.3,1.00,-4.5,39.5,438.0,.543,.515
John Whitehead,1935,1942,John Henderson Whitehead,us,['Pitcher'],Right,Right,-,-,-,-,7.0,49.0,54.0,.476,4.60,172.0,119.0,30.0,52.0,9.0,4.0,944.0,1074.0,537.0,482.0,70.0,372.0,35.0,254.0,18.0,0.0,22.0,4190.0,105.0,4.76,1.532,10.2,0.7,3.5,2.4,0.68,5.12,5.45,0.15,0.00,103.1,5.47,33.0,3.3,1.26,-0.6,12.2,149.0,.519,.504
Earl Whitehill,1923,1939,Earl Oliver Whitehill,us,['Pitcher'],Left,Left,-,-,-,-,17.0,218.0,185.0,.541,4.36,541.0,473.0,46.0,226.0,16.0,11.0,3564.2,3917.0,2018.0,1726.0,192.0,1431.0,38.0,1350.0,101.0,6.0,43.0,15781.0,100.0,4.14,1.500,9.9,0.5,3.6,3.4,0.94,5.10,5.16,-0.04,0.00,99.2,5.16,12.0,1.8,1.51,-1.9,36.1,442.0,.503,.501
Charlie Whitehouse,1914,1919,Charles Evis Whitehouse,us,['Pitcher'],Both,Left,-,-,-,-,3.0,4.0,3.0,.571,4.52,25.0,6.0,8.0,3.0,0.0,0.0,77.2,93.0,50.0,39.0,1.0,28.0,,33.0,6.0,0.0,3.0,339.0,71.0,3.06,1.558,10.8,0.1,3.2,3.8,1.18,5.79,4.23,-0.09,0.00,99.9,4.32,-13,-1.4,.88,0.0,-1.0,-9,.444,.496
Len Whitehouse,1981,1985,Leonard Joseph Whitehouse,us,['Pitcher'],Left,Left,-,-,-,-,4.0,9.0,4.0,.692,4.67,97.0,1.0,39.0,0.0,0.0,4.0,115.2,119.0,61.0,60.0,14.0,65.0,14.0,68.0,4.0,0.0,9.0,516.0,91.0,4.94,1.591,9.3,1.1,5.1,5.3,1.05,4.75,4.64,0.25,-0.36,103.8,4.18,-7,-0.6,1.44,-0.1,0.4,3.0,.494,.501
Wally Whitehurst,1989,1996,Walter Richard Whitehurst,us,['Pitcher'],Right,Right,-,-,-,-,7.0,20.0,37.0,.351,4.02,163.0,66.0,34.0,0.0,0.0,3.0,487.2,525.0,236.0,218.0,43.0,130.0,19.0,313.0,12.0,6.0,15.0,2075.0,95.0,3.64,1.343,9.7,0.8,2.4,5.8,2.41,4.36,4.26,-0.51,0.01,99.9,4.77,17.0,1.9,.94,-0.5,5.7,62.0,.512,.502
Matt Whiteside,1992,2005,Matthew Christopher Whiteside,us,['Pitcher'],Right,Right,-,-,-,-,11.0,18.0,15.0,.545,5.23,286.0,1.0,89.0,0.0,0.0,9.0,406.0,455.0,256.0,236.0,52.0,157.0,21.0,259.0,9.0,6.0,16.0,1792.0,88.0,4.69,1.507,10.1,1.2,3.5,5.7,1.65,5.67,5.07,0.02,-0.34,100.1,4.72,-44,-3.9,1.09,0.4,0.7,2.0,.486,.499
Sean Whiteside,1995,1995,David Sean Whiteside,us,['Pitcher'],Left,Left,-,-,-,-,1.0,0.0,0.0,,14.73,2.0,0.0,0.0,0.0,0.0,0.0,3.2,7.0,6.0,6.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,22.0,36.0,8.83,3.000,17.2,2.5,9.8,4.9,0.50,14.73,5.78,-0.44,-0.44,103.4,5.97,-4,-0.3,.07,0.1,-0.1,-3,.353,.498
Jesse Whiting,1902,1907,Jesse Way Whiting,us,['Pitcher'],-,Right,-,-,-,-,3.0,1.0,2.0,.333,4.17,5.0,3.0,2.0,3.0,1.0,0.0,36.2,42.0,22.0,17.0,0.0,15.0,,9.0,1.0,0.0,2.0,157.0,65.0,3.24,1.555,10.3,0.0,3.7,2.2,0.60,5.40,3.91,-0.25,0.00,94.4,3.95,-6,-0.5,1.00,0.0,-0.2,-3,.400,.499
Chase Whitley,2014,2018,Chase Coleman Whitley,us,['Pitcher'],Right,Right,-,-,-,-,5.0,7.0,6.0,.538,4.56,75.0,17.0,15.0,0.0,0.0,2.0,167.2,177.0,91.0,85.0,20.0,43.0,2.0,135.0,9.0,0.0,6.0,719.0,89.0,4.01,1.312,9.5,1.1,2.3,7.2,3.14,4.88,4.45,0.12,-0.09,99.2,4.21,-14,-1.4,.85,-0.2,0.0,3.0,.481,.497
Kodi Whitley,2020,2022,Kodi James Whitley,us,['Pitcher'],Right,Right,-,-,-,-,3.0,2.0,0.0,1.000,2.93,40.0,0.0,11.0,0.0,0.0,0.0,40.0,24.0,14.0,13.0,2.0,19.0,0.0,42.0,2.0,1.0,1.0,162.0,138.0,3.28,1.075,5.4,0.5,4.3,9.5,2.21,3.15,4.58,0.35,-0.30,0.00,93.0,3.65,2.0,0.2,.62,-0.2,0.5,6.0,.505
Garrett Whitlock,2021,2022,Garrett Getts Whitlock,us,['Pitcher'],Right,Right,-,-,-,-,2.0,9.0,5.0,.643,2.10,55.0,5.0,14.0,0.0,0.0,3.0,103.0,82.0,31.0,24.0,10.0,27.0,2.0,118.0,4.0,1.0,4.0,417.0,217.0,3.02,1.058,7.2,0.9,2.4,10.3,4.37,2.71,4.82,0.16,-0.20,0.22,108.4,5.07,25.0,2.7,1.38,0.2,3.9,37.0,.549
Ed Whitson,1977,1991,Eddie Lee Whitson,us,['Pitcher'],Right,Right,-,-,-,-,15.0,126.0,123.0,.506,3.79,452.0,333.0,48.0,35.0,12.0,8.0,2240.0,2240.0,1045.0,944.0,211.0,698.0,54.0,1266.0,29.0,14.0,32.0,9479.0,98.0,3.82,1.312,9.0,0.8,2.8,5.1,1.81,4.20,4.17,-0.06,0.10,99.3,4.30,10.0,3.2,1.19,-1.0,22.7,215.0,.507,.503
Walt Whittaker,1916,1916,Walter Elton Whittaker,us,['Pitcher'],Left,Right,-,-,-,-,1.0,0.0,0.0,,4.50,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,,0.0,0.0,0.0,0.0,10.0,80.0,5.32,2.500,13.5,0.0,9.0,0.0,0.00,4.50,4.14,-0.45,0.00,100.0,4.59,0.0,0.0,.10,0.0,0.0,0.0,.503,.500
Dick Whitworth,1922,1924,Richard Henderson Whitworth,us,['Pitcher'],Right,Right,-,-,-,-,2.0,12.0,10.0,.545,5.53,26.0,17.0,1.0,10.0,0.0,0.0,151.1,181.0,118.0,93.0,2.0,79.0,,65.0,1.0,0.0,1.0,700.0,82.0,4.02,1.718,10.8,0.1,4.7,3.9,0.82,7.02,5.60,0.32,0.00,100.0,5.28,-27,-1.7,1.00,-0.2,-0.4,-12,.434,.494
Rowan Wick,2018,2022,Rowan D. Wick,ca,['Pitcher'],Left,Right,-,-,-,-,5.0,3.0,3.0,.500,3.17,96.0,0.0,29.0,0.0,0.0,15.0,96.2,84.0,40.0,34.0,3.0,44.0,2.0,109.0,4.0,0.0,2.0,415.0,137.0,2.81,1.324,7.8,0.3,4.1,10.1,2.48,3.72,4.53,0.16,-0.30,0.06,100.6,4.16,5.0,0.5,1.28,-0.1,1.3,14.0,.505
Kevin Wickander,1989,1996,Kevin Dean Wickander,us,['Pitcher'],Left,Left,-,-,-,-,6.0,5.0,1.0,.833,4.02,150.0,0.0,38.0,0.0,0.0,2.0,138.2,151.0,70.0,62.0,12.0,85.0,12.0,101.0,8.0,3.0,9.0,642.0,110.0,4.64,1.702,9.8,0.8,5.5,6.6,1.19,4.54,4.94,-0.06,-0.38,100.8,4.66,1.0,0.1,1.26,0.0,1.6,16.0,.501,.500
Kemp Wicker,1936,1941,Kemp Caswell Wicker,us,['Pitcher'],Right,Left,-,-,-,-,4.0,10.0,7.0,.588,4.66,40.0,12.0,17.0,6.0,1.0,1.0,141.0,168.0,84.0,73.0,13.0,52.0,2.0,27.0,0.0,1.0,1.0,634.0,94.0,4.94,1.560,10.7,0.8,3.3,1.7,0.52,5.36,4.93,0.24,0.00,99.4,4.65,-11,-1.0,1.39,-0.2,0.3,5.0,.476,.498
Dave Wickersham,1960,1969,David Clifford Wickersham,us,['Pitcher'],Right,Right,-,-,-,-,10.0,68.0,57.0,.544,3.66,283.0,124.0,73.0,29.0,5.0,19.0,1123.0,1071.0,514.0,457.0,100.0,384.0,24.0,638.0,56.0,7.0,29.0,4761.0,101.0,3.74,1.296,8.6,0.8,3.1,5.1,1.66,4.12,4.06,0.11,0.01,103.3,4.11,11.0,1.1,1.26,-0.9,9.9,84.0,.504,.501
Bob Wickman,1992,2007,Robert Joe Wickman,us,['Pitcher'],Right,Right,-,-,-,-,15.0,63.0,61.0,.508,3.57,835.0,28.0,511.0,1.0,1.0,267.0,1059.0,1051.0,469.0,420.0,80.0,432.0,45.0,785.0,38.0,2.0,32.0,4586.0,126.0,3.91,1.400,8.9,0.7,3.7,6.7,1.82,3.99,4.91,0.04,-0.29,98.9,4.53,61.0,6.0,1.59,0.1,16.9,178.0,.507,.503
Taylor Widener,2020,2022,Taylor Browning Widener,us,['Pitcher'],Left,Right,-,-,-,-,3.0,2.0,2.0,.500,4.44,38.0,13.0,4.0,0.0,0.0,0.0,93.1,84.0,50.0,46.0,20.0,50.0,4.0,97.0,11.0,0.0,1.0,423.0,97.0,5.84,1.436,8.1,1.9,4.8,9.4,1.94,4.82,4.78,-0.15,0.03,0.00,100.3,4.97,2.0,0.2,.61,-0.2,0.9,11.0,.504
Al Widmar,1947,1952,Albert Joseph Widmar,us,['Pitcher'],Right,Right,-,-,-,-,5.0,13.0,30.0,.302,5.21,114.0,42.0,36.0,12.0,1.0,6.0,388.1,461.0,244.0,225.0,41.0,176.0,10.0,143.0,5.0,1.0,9.0,1770.0,90.0,4.62,1.640,10.7,1.0,4.1,3.3,0.81,5.65,5.02,-0.46,0.00,106.5,5.83,6.0,0.6,.95,-0.2,3.7,43.0,.505,.503
Ted Wieand,1958,1960,Franklin Delano Roosevelt Wieand,us,['Pitcher'],Right,Right,-,-,-,-,2.0,0.0,1.0,.000,9.95,6.0,0.0,3.0,0.0,0.0,0.0,6.1,8.0,7.0,7.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,31.0,44.0,9.46,2.053,11.4,4.3,7.1,7.1,1.00,9.95,4.94,0.02,-0.15,90.2,4.30,-4,-0.4,1.11,0.0,-0.4,-3,.433,.498
Brad Wieck,2018,2021,Bradley Michael Wieck,us,['Pitcher'],Left,Left,-,-,-,-,4.0,2.0,2.0,.500,3.77,65.0,0.0,10.0,0.0,0.0,0.0,59.2,42.0,26.0,25.0,10.0,24.0,0.0,89.0,3.0,0.0,1.0,248.0,115.0,3.75,1.106,6.3,1.5,3.6,13.4,3.71,3.92,4.75,0.10,-0.32,0.00,97.5,4.23,3.0,0.4,1.02,-0.5,0.4,8.0,.506
Charlie Wiedemeyer,1934,1934,Charles John Wiedemeyer,us,['Pitcher'],Left,Left,-,-,-,-,1.0,0.0,0.0,,9.72,4.0,1.0,2.0,0.0,0.0,0.0,8.1,16.0,10.0,9.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,43.0,42.0,4.50,2.400,17.3,0.0,4.3,2.2,0.50,10.80,4.95,0.21,0.00,91.6,4.34,-6,-0.5,.03,0.1,-0.3,-5,.367,.497
Joe Wieland,2012,2016,Joseph Andrew Wieland,us,['Pitcher'],Right,Right,-,-,-,-,4.0,1.0,6.0,.143,6.32,12.0,10.0,0.0,0.0,0.0,0.0,52.2,61.0,39.0,37.0,11.0,19.0,3.0,39.0,1.0,1.0,1.0,236.0,59.0,5.49,1.519,10.4,1.9,3.2,6.7,2.05,6.66,4.20,0.03,0.13,90.6,3.87,-17,-1.5,.29,0.0,-1.1,-12,.373,.497
Jack Wieneke,1921,1921,John Wieneke,us,['Pitcher'],Right,Left,-,-,-,-,1.0,0.0,1.0,.000,8.17,10.0,3.0,3.0,0.0,0.0,0.0,25.1,39.0,24.0,23.0,4.0,17.0,,10.0,1.0,0.0,1.0,133.0,52.0,6.53,2.211,13.9,1.4,6.0,3.6,0.59,8.20,5.32,0.02,0.00,95.9,5.08,-9,-0.8,.91,0.0,-0.6,-6,.418,.495
Bob Wiesler,1951,1958,Robert George Wiesler,us,['Pitcher'],Both,Left,-,-,-,-,6.0,7.0,19.0,.269,5.74,70.0,38.0,17.0,4.0,0.0,0.0,241.1,250.0,171.0,154.0,16.0,218.0,1.0,113.0,6.0,4.0,11.0,1138.0,69.0,5.10,1.939,9.3,0.6,8.1,4.2,0.52,6.38,4.54,-0.24,0.00,97.0,4.67,-47,-4.4,.30,0.1,-2.2,-26,.437,.491
Rube Wiggins,1938,1938,Reuben Harding Wiggins,us,['Pitcher'],-,Left,-,-,-,-,1.0,0.0,1.0,.000,3.60,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,2.0,0.0,4.0,,2.0,0.0,,0.0,23.0,140.0,4.65,1.600,7.2,0.0,7.2,3.6,0.50,5.40,5.77,-0.46,0.00,100.0,6.23,1.0,0.1,,0.0,0.1,1.0,.555,.500
Scott Wiggins,2002,2002,Scott Joseph Wiggins,us,['Pitcher'],Left,Left,-,-,-,-,1.0,0.0,0.0,,3.38,3.0,0.0,0.0,0.0,0.0,0.0,2.2,5.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,13.0,153.0,6.71,2.250,16.9,3.4,3.4,10.1,3.00,3.38,4.61,-0.05,-0.35,98.0,4.22,0.0,0.0,.65,0.0,0.0,1.0,.508,.500
Jimmy Wiggs,1903,1906,James Alvin Wiggs,no,['Pitcher'],Both,Right,-,-,-,-,3.0,3.0,4.0,.429,3.81,13.0,9.0,3.0,4.0,0.0,0.0,56.2,53.0,41.0,24.0,1.0,38.0,,46.0,4.0,0.0,2.0,252.0,75.0,3.34,1.606,8.4,0.2,6.0,7.3,1.21,6.40,3.98,-0.16,0.00,99.8,4.14,-14,-1.5,1.00,0.0,-0.9,-10,.387,.496
Bill Wight,1946,1958,William Robert Wight,us,['Pitcher'],Left,Left,-,-,-,-,12.0,77.0,99.0,.438,3.95,347.0,198.0,60.0,66.0,15.0,8.0,1563.0,1656.0,791.0,686.0,74.0,714.0,29.0,574.0,14.0,7.0,45.0,6851.0,103.0,3.79,1.516,9.5,0.4,4.1,3.3,0.80,4.55,4.75,-0.02,0.00,98.2,4.68,17.0,2.2,1.02,-1.7,13.6,154.0,.506,.501
Fred Wigington,1923,1923,Fred Thomas Wigington,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,3.24,4.0,0.0,0.0,0.0,0.0,0.0,8.1,11.0,4.0,3.0,0.0,5.0,,2.0,0.0,0.0,0.0,39.0,125.0,4.36,1.920,11.9,0.0,5.4,2.2,0.40,4.32,4.90,-0.13,0.00,94.8,4.76,0.0,0.0,.73,0.0,0.1,1.0,.509,.500
Sandy Wihtol,1979,1982,Alexander Ames Wihtol,us,['Pitcher'],Right,Right,-,-,-,-,3.0,1.0,0.0,1.000,3.75,28.0,0.0,14.0,0.0,0.0,1.0,57.2,54.0,28.0,24.0,3.0,24.0,2.0,34.0,3.0,1.0,2.0,251.0,113.0,3.64,1.353,8.4,0.5,3.7,5.3,1.42,4.37,4.77,-0.25,-0.35,102.0,4.76,2.0,0.3,.65,-0.2,0.6,8.0,.509,.501
Milt Wilcox,1970,1986,Milton Edward Wilcox,us,['Pitcher'],Right,Right,-,-,-,-,16.0,119.0,113.0,.513,4.07,394.0,283.0,53.0,73.0,10.0,6.0,2016.2,1991.0,1013.0,913.0,204.0,770.0,66.0,1137.0,74.0,11.0,51.0,8635.0,97.0,4.10,1.369,8.9,0.9,3.4,5.1,1.48,4.52,4.33,0.16,0.08,101.2,4.30,-48,-4.9,1.13,-1.4,13.0,137.0,.488,.498
Randy Wiles,1977,1977,Randall E. Wiles,us,['Pitcher'],Left,Left,-,-,-,-,1.0,1.0,1.0,.500,10.13,5.0,0.0,4.0,0.0,0.0,0.0,2.2,5.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,16.0,46.0,10.99,3.000,16.9,3.4,10.1,0.0,0.00,10.13,5.22,-0.80,-0.43,99.4,5.56,-1,-0.1,2.47,-0.1,-0.2,-1,.473,.499
Mark Wiley,1975,1978,Mark Eugene Wiley,us,['Pitcher'],Right,Right,-,-,-,-,2.0,2.0,3.0,.400,6.06,21.0,4.0,8.0,1.0,0.0,2.0,49.0,64.0,38.0,33.0,5.0,15.0,1.0,18.0,1.0,0.0,0.0,219.0,64.0,4.16,1.612,11.8,0.9,2.8,3.3,1.20,6.98,4.28,-0.04,-0.12,101.2,4.26,-15,-1.5,1.12,-0.1,-1.2,-10,.428,.495
Harry Wilhelm,1899,1899,Harry Lester Wilhelm,us,['Pitcher'],Right,Right,-,-,-,-,1.0,1.0,1.0,.500,6.12,5.0,3.0,2.0,2.0,0.0,0.0,25.0,36.0,22.0,17.0,1.0,3.0,,6.0,1.0,0.0,0.0,111.0,64.0,3.46,1.560,13.0,0.4,1.1,2.2,2.00,7.92,5.24,0.04,0.00,100.0,5.20,-7,-0.6,1.00,0.0,-0.3,-5,.387,.497
Kaiser Wilhelm,1903,1921,Irvin Key Wilhelm,us,['Pitcher'],Right,Right,-,-,-,-,9.0,56.0,105.0,.348,3.44,216.0,158.0,45.0,118.0,12.0,5.0,1432.1,1495.0,753.0,547.0,34.0,418.0,,444.0,24.0,4.0,34.0,5937.0,83.0,2.98,1.336,9.4,0.2,2.6,2.8,1.06,4.75,3.98,-0.19,0.00,100.9,4.21,-91,-8.6,.95,-1.3,1.8,13.0,.460,.493
Tom Wilhelmsen,2011,2017,Thomas Mark Wilhelmsen,us,['Pitcher'],Right,Right,-,-,-,-,7.0,14.0,15.0,.483,3.53,344.0,2.0,151.0,0.0,0.0,68.0,385.0,317.0,159.0,151.0,33.0,171.0,17.0,339.0,12.0,1.0,28.0,1619.0,110.0,3.89,1.268,7.4,0.8,4.0,7.9,1.98,3.72,4.47,-0.10,-0.33,95.0,4.03,11.0,1.3,1.25,-0.5,4.8,51.0,.504,.502
Adam Wilk,2011,2017,Adam Robert Wilk,us,['Pitcher'],Left,Left,-,-,-,-,4.0,0.0,5.0,.000,7.36,13.0,5.0,2.0,0.0,0.0,0.0,40.1,61.0,37.0,33.0,14.0,16.0,1.0,27.0,1.0,0.0,2.0,196.0,60.0,7.53,1.909,13.6,3.1,3.6,6.0,1.69,8.26,4.65,-0.04,-0.13,107.6,4.87,-15,-1.4,.15,0.1,-0.8,-11,.396,.498
Aaron Wilkerson,2017,2019,Aaron Daniel Wilkerson,us,['Pitcher'],Right,Right,-,-,-,-,3.0,1.0,1.0,.500,6.88,14.0,3.0,8.0,0.0,0.0,0.0,35.1,43.0,27.0,27.0,9.0,13.0,1.0,28.0,1.0,0.0,0.0,160.0,65.0,6.10,1.585,11.0,2.3,3.3,7.1,2.15,6.88,4.81,0.37,-0.12,99.0,4.27,-10,-0.9,.35,0.2,-0.4,-7,.437,.498
Lefty Wilkie,1941,1946,Aldon Jay Wilkie,ca,['Pitcher'],Left,Left,-,-,-,-,3.0,8.0,11.0,.421,4.59,68.0,12.0,35.0,5.0,1.0,3.0,194.0,215.0,104.0,99.0,5.0,80.0,8.0,37.0,2.0,2.0,5.0,867.0,76.0,3.42,1.521,10.0,0.2,3.7,1.7,0.46,4.82,4.28,-0.09,0.00,101.6,4.44,-7,-0.7,.69,-0.1,1.0,7.0,.489,.500
Dean Wilkins,1989,1991,Dean Allan Wilkins,us,['Pitcher'],Right,Right,-,-,-,-,3.0,3.0,1.0,.750,7.55,25.0,0.0,7.0,0.0,0.0,2.0,31.0,40.0,31.0,26.0,3.0,26.0,4.0,21.0,1.0,0.0,4.0,159.0,52.0,5.31,2.129,11.6,0.9,7.5,6.1,0.81,9.00,4.29,-0.13,-0.33,108.1,4.44,-16,-1.6,1.20,-0.7,-2.0,-13,.437,.497
Eric Wilkins,1979,1979,Eric Lamoine Wilkins,us,['Pitcher'],Right,Right,-,-,-,-,1.0,2.0,4.0,.333,4.39,16.0,14.0,0.0,0.0,0.0,0.0,69.2,77.0,41.0,34.0,4.0,38.0,1.0,52.0,4.0,0.0,1.0,316.0,98.0,3.79,1.651,9.9,0.5,4.9,6.7,1.37,5.30,4.68,-0.23,0.09,100.2,5.01,-2,-0.2,1.04,0.0,0.4,5.0,.486,.499
Marc Wilkins,1996,2001,Marc Allen Wilkins,us,['Pitcher'],Right,Right,-,-,-,-,6.0,19.0,14.0,.576,4.28,245.0,2.0,66.0,0.0,0.0,3.0,294.2,278.0,150.0,140.0,23.0,155.0,15.0,218.0,23.0,2.0,20.0,1292.0,105.0,4.48,1.469,8.5,0.7,4.7,6.7,1.41,4.58,4.88,-0.27,-0.35,102.7,4.93,11.0,1.2,1.08,-0.4,3.4,38.0,.505,.502
Bill Wilkinson,1985,1988,William Carl Wilkinson,us,['Pitcher'],Right,Left,-,-,-,-,3.0,5.0,8.0,.385,4.13,88.0,2.0,38.0,0.0,0.0,12.0,113.1,97.0,56.0,52.0,13.0,42.0,2.0,103.0,0.0,0.0,3.0,469.0,111.0,3.62,1.226,7.7,1.0,3.3,8.2,2.45,4.45,4.87,-0.07,-0.36,105.4,4.82,5.0,0.6,1.60,0.2,1.8,16.0,.507,.504
Roy Wilkinson,1918,1922,Roy Hamilton Wilkinson,us,['Pitcher'],Right,Right,-,-,-,-,5.0,12.0,31.0,.279,4.66,79.0,37.0,35.0,20.0,1.0,5.0,380.2,466.0,234.0,197.0,11.0,142.0,,88.0,7.0,0.0,4.0,1666.0,85.0,4.06,1.597,11.0,0.3,3.4,2.1,0.62,5.53,5.05,0.07,0.00,99.6,4.96,-26,-2.3,.96,-0.5,1.2,19.0,.471,.495
Ted Wilks,1944,1953,Theodore Wilks,us,['Pitcher'],Right,Right,-,-,-,-,10.0,59.0,30.0,.663,3.26,385.0,44.0,190.0,22.0,5.0,46.0,913.0,832.0,364.0,331.0,77.0,283.0,35.0,403.0,11.0,1.0,8.0,3765.0,119.0,3.79,1.221,8.2,0.8,2.8,4.0,1.42,3.59,4.39,0.13,0.00,101.7,4.34,74.0,8.3,1.22,-0.3,17.2,164.0,.521,.507
Ed Willett,1906,1915,Robert Edgar Willett,us,['Pitcher'],Right,Right,-,-,-,-,10.0,102.0,100.0,.505,3.08,274.0,203.0,54.0,142.0,12.0,5.0,1773.1,1719.0,842.0,607.0,24.0,565.0,,600.0,105.0,0.0,66.0,7347.0,95.0,3.10,1.288,8.7,0.1,2.9,3.0,1.06,4.28,3.93,-0.11,0.00,101.2,4.09,-37,-3.6,1.00,-1.6,11.4,110.0,.487,.498
Carl Willey,1958,1965,Carlton Francis Willey,us,['Pitcher'],Right,Right,-,-,-,-,8.0,38.0,58.0,.396,3.76,199.0,117.0,30.0,28.0,11.0,1.0,875.2,830.0,408.0,366.0,105.0,326.0,30.0,493.0,21.0,2.0,37.0,3731.0,95.0,4.15,1.320,8.5,1.1,3.4,5.1,1.51,4.19,4.29,0.01,0.01,95.1,4.08,-14,-1.0,.80,-0.3,7.8,76.0,.495,.499
Nick Willhite,1963,1967,Jon Nicholas Willhite,us,['Pitcher'],Left,Left,-,-,-,-,5.0,6.0,12.0,.333,4.55,58.0,29.0,12.0,3.0,1.0,1.0,182.0,195.0,104.0,92.0,27.0,75.0,5.0,118.0,2.0,7.0,10.0,795.0,71.0,4.44,1.484,9.6,1.3,3.7,5.8,1.57,5.14,3.91,0.09,0.02,92.3,3.54,-33,-3.5,.70,0.3,-1.4,-17,.440,.496
Ace Williams,1940,1946,Robert Fulton Williams,us,['Pitcher'],Right,Left,-,-,-,-,2.0,0.0,0.0,,16.00,6.0,0.0,4.0,0.0,0.0,0.0,9.0,22.0,17.0,16.0,0.0,13.0,0.0,5.0,1.0,0.0,3.0,71.0,25.0,6.00,3.889,22.0,0.0,13.0,5.0,0.38,17.00,5.14,0.18,0.00,97.9,4.86,-12,-1.0,.90,0.4,-0.5,-11,.327,.495
Al Williams,1937,1938,Almon Edward Williams,us,['Pitcher'],Right,Right,-,-,-,-,2.0,4.0,8.0,.333,6.24,46.0,16.0,12.0,3.0,0.0,1.0,168.2,216.0,144.0,117.0,6.0,103.0,2.0,52.0,2.0,1.0,7.0,805.0,76.0,4.83,1.891,11.5,0.3,5.5,2.8,0.50,7.68,5.39,-0.28,0.00,100.8,5.72,-38,-3.2,.84,0.0,-1.5,-17,.430,.488
Albert Williams,1980,1984,Albert Hamilton Williams,ni,['Pitcher'],Right,Right,-,-,-,-,5.0,35.0,38.0,.479,4.24,120.0,97.0,12.0,15.0,1.0,2.0,642.2,670.0,330.0,303.0,68.0,227.0,17.0,262.0,12.0,9.0,18.0,2752.0,99.0,4.39,1.396,9.4,1.0,3.2,3.7,1.15,4.62,4.52,0.18,0.10,104.9,4.66,4.0,0.6,1.07,-0.3,6.3,62.0,.505,.501
Austen Williams,2018,2019,Austen Thomas Williams,us,['Pitcher'],Right,Right,-,-,-,-,2.0,0.0,1.0,.000,10.80,12.0,0.0,4.0,0.0,0.0,0.0,10.0,15.0,12.0,12.0,7.0,7.0,2.0,9.0,0.0,0.0,1.0,51.0,42.0,12.56,2.200,13.5,6.3,6.3,8.1,1.29,10.80,4.55,0.04,-0.31,107.3,4.49,-7,-0.6,.32,0.2,-0.3,-6,.452,.499
